OrderID,OrderDate,name,category,price,short_description,dimensions,link
O1386,2024-04-12,HEKTAR,Lamps,930.56,,,
O1386,2024-04-14,HEKTAR,Lamps,930.56,,,
O1386,2024-04-09,LACK,Bookcases & shelving units,25.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1386,2024-04-19,ODGER,Chairs,448.33,Swivel chair,"Ancho: 68.0cm, Fondo: 68.0cm",https://www.ikea.com/sa/en/p/odger-swivel-chair-white-beige-70308685/
O1386,2024-04-15,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1386,2024-04-12,TRÅDFRI,Lighting,15.0,,,
O1387,2023-08-20,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1388,2024-12-08,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1388,2024-12-07,HEKTAR,Lamps,930.56,,,
O1388,2024-12-07,HEKTAR,Lamps,930.56,,,
O1388,2024-12-07,TRÅDFRI,Lighting,15.0,,,
O1388,2024-12-07,TRÅDFRI,Lighting,15.0,,,
O1390,2024-10-04,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1390,2024-10-05,OFTAST,Dinnerware,1.49,,,
O1392,2024-11-20,LERSTA,Lamps,5.99,,,
O1392,2024-11-20,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1393,2023-01-22,LERSTA,Lamps,5.99,,,
O1396,2024-05-15,FÄLTSKÄR,Bedding,993.45,,,
O1397,2023-09-02,FADO,Lamps,22.0,,,
O1398,2024-10-25,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1399,2023-04-10,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1400,2024-12-16,LAGAN,Appliances,600.0,,,
O1401,2023-08-11,GULLKLOCKA,Bedding,59.99,,,
O1401,2023-08-14,HEKTAR,Lamps,930.56,,,
O1401,2023-08-14,TRÅDFRI,Lighting,15.0,,,
O1403,2023-02-05,FÄLTSKÄR,Bedding,993.45,,,
O1403,2023-02-04,KIVIK,Chairs,799.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1403,2023-02-04,LACK,Tables,10.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1405,2023-04-28,FÄRGRIK,Dinnerware,1.89,,,
O1408,2024-07-06,HEKTAR,Lamps,930.56,,,
O1410,2024-05-08,GULLKLOCKA,Bedding,59.99,,,
O1411,2023-09-24,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1411,2023-09-19,ODGER,Chairs,448.33,Swivel chair,"Ancho: 68.0cm, Fondo: 68.0cm",https://www.ikea.com/sa/en/p/odger-swivel-chair-white-beige-70308685/
O1412,2024-12-24,LAGAN,Appliances,600.0,,,
O1413,2023-03-24,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1415,2023-01-01,HEKTAR,Lamps,930.56,,,
O1415,2023-01-01,TILLREDA,Appliances,957.28,,,
O1415,2023-01-01,TRÅDFRI,Lighting,15.0,,,
O1416,2024-11-16,LACK,Bookcases & shelving units,25.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1417,2023-05-16,LAGAN,Appliances,600.0,,,
O1417,2023-05-16,OFTAST,Dinnerware,1.49,,,
O1418,2024-07-22,FÄLTSKÄR,Bedding,993.45,,,
O1419,2023-11-08,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1420,2024-05-30,FADO,Lamps,22.0,,,
O1422,2024-12-01,TILLREDA,Appliances,957.28,,,
O1423,2023-02-09,FÄRGRIK,Dinnerware,1.89,,,
O1423,2023-02-10,LERSTA,Lamps,5.99,,,
O1423,2023-02-08,STOENSE,Rugs,140.91,,,
O1425,2023-06-12,LINNMON/ADILS,Tables,260.12,,,
O1426,2024-09-10,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1427,2023-01-16,FÄRGRIK,Dinnerware,1.89,,,
O1427,2023-01-15,GULLKLOCKA,Bedding,59.99,,,
O1427,2023-01-18,VINDUM,Rugs,250.0,,,
O1428,2024-11-27,OFTAST,Dinnerware,1.49,,,
O1429,2023-05-01,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1431,2023-03-01,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1432,2024-11-03,STOENSE,Rugs,140.91,,,
O1433,2023-06-25,TILLREDA,Appliances,957.28,,,
O1434,2024-12-08,KIVIK,Chairs,799.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1434,2024-12-08,LACK,Tables,10.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1436,2024-07-29,FÄLTSKÄR,Bedding,993.45,,,
O1437,2023-11-23,FÄRGRIK,Dinnerware,1.89,,,
O1437,2023-11-20,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1437,2023-11-23,LACK,Bookcases & shelving units,25.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1437,2023-11-24,OFTAST,Dinnerware,1.49,,,
O1441,2023-03-05,VINDUM,Rugs,250.0,,,
O1442,2024-08-16,FÄLTSKÄR,Bedding,993.45,,,
O1442,2024-08-16,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1444,2024-11-13,LAGAN,Appliances,600.0,,,
O1448,2024-07-27,BRIMNES,Beds,321.05,"Bed frame w storage and headboard, 90x200 cm","Ancho: 96.0cm, Alto: 110.0cm, Fondo: 54.0cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/
O1450,2024-05-22,LINNMON/ADILS,Tables,260.12,,,
O1452,2024-12-05,STOENSE,Rugs,140.91,,,
O1452,2024-12-06,TILLREDA,Appliances,957.28,,,
O1455,2023-01-09,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1455,2023-01-09,LAGAN,Appliances,600.0,,,
O1456,2024-11-23,TILLREDA,Appliances,957.28,,,
O1459,2023-03-29,INGATORP,Chairs,546.04,"Table and 4 chairs, 155 cm","Ancho: 87.0cm, Alto: 74.0cm",https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/
O1459,2023-03-30,KIVIK,Chairs,799.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1459,2023-03-30,LACK,Tables,10.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1460,2024-07-03,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1463,2023-09-27,FADO,Lamps,22.0,,,
O1463,2023-09-25,KLIPPAN,Sofas & armchairs,773.41,2-seat sofa,"Ancho: 180.0cm, Alto: 66.0cm, Fondo: 88.0cm",https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/
O1463,2023-09-24,OFTAST,Dinnerware,1.49,,,
O1464,2024-12-12,KLIPPAN,Sofas & armchairs,773.41,2-seat sofa,"Ancho: 180.0cm, Alto: 66.0cm, Fondo: 88.0cm",https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/
O1467,2023-11-28,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1468,2024-05-18,HEKTAR,Lamps,930.56,,,
O1468,2024-05-16,LAGAN,Appliances,600.0,,,
O1468,2024-05-18,TRÅDFRI,Lighting,15.0,,,
O1470,2024-12-03,STOENSE,Rugs,140.91,,,
O1471,2023-01-29,FADO,Lamps,22.0,,,
O1474,2024-05-25,GULLKLOCKA,Bedding,59.99,,,
O1481,2023-05-14,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1481,2023-05-12,OFTAST,Dinnerware,1.49,,,
O1482,2024-09-01,LINNMON/ADILS,Tables,260.12,,,
O1483,2023-03-21,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1484,2024-12-25,FÄLTSKÄR,Bedding,993.45,,,
O1484,2024-12-28,HEKTAR,Lamps,930.56,,,
O1484,2024-12-28,TRÅDFRI,Lighting,15.0,,,
O1486,2024-09-14,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1487,2023-03-07,TILLREDA,Appliances,957.28,,,
O1489,2023-01-13,STOENSE,Rugs,140.91,,,
O1490,2024-06-21,HEKTAR,Lamps,930.56,,,
O1493,2023-09-02,GULLKLOCKA,Bedding,59.99,,,
O1494,2024-12-11,FADO,Lamps,22.0,,,
O1495,2023-03-10,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1496,2024-07-28,KLIPPAN,Sofas & armchairs,773.41,2-seat sofa,"Ancho: 180.0cm, Alto: 66.0cm, Fondo: 88.0cm",https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/
O1497,2023-01-24,FÄRGRIK,Dinnerware,1.89,,,
O1500,2024-09-22,FÄLTSKÄR,Bedding,993.45,,,
O1500,2024-09-20,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1500,2024-09-24,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1500,2024-09-19,ODGER,Chairs,448.33,Swivel chair,"Ancho: 68.0cm, Fondo: 68.0cm",https://www.ikea.com/sa/en/p/odger-swivel-chair-white-beige-70308685/
O1501,2023-03-05,BRIMNES,Beds,321.05,"Bed frame w storage and headboard, 90x200 cm","Ancho: 96.0cm, Alto: 110.0cm, Fondo: 54.0cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/
O1502,2024-08-07,FÄLTSKÄR,Bedding,993.45,,,
O1503,2023-01-02,LAGAN,Appliances,600.0,,,
O1505,2023-05-08,INGATORP,Chairs,546.04,"Table and 4 chairs, 155 cm","Ancho: 87.0cm, Alto: 74.0cm",https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/
O1508,2024-05-27,VINDUM,Rugs,250.0,,,
O1509,2023-09-06,KIVIK,Chairs,799.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1509,2023-09-06,LACK,Tables,10.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1511,2023-03-27,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1513,2023-01-08,GULLKLOCKA,Bedding,59.99,,,
O1515,2023-05-20,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1515,2023-05-24,INGATORP,Chairs,546.04,"Table and 4 chairs, 155 cm","Ancho: 87.0cm, Alto: 74.0cm",https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/
O1515,2023-05-23,TILLREDA,Appliances,957.28,,,
O1517,2023-03-15,KIVIK,Chairs,799.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1517,2023-03-15,LACK,Tables,10.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1517,2023-03-14,LINNMON/ADILS,Tables,260.12,,,
O1518,2024-08-25,STOENSE,Rugs,140.91,,,
O1520,2024-12-02,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1520,2024-12-03,GULLKLOCKA,Bedding,59.99,,,
O1521,2023-05-10,HEKTAR,Lamps,930.56,,,
O1521,2023-05-11,LACK,Bookcases & shelving units,20.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1521,2023-05-11,LINNMON/ADILS,Tables,260.12,,,
O1521,2023-05-10,TRÅDFRI,Lighting,15.0,,,
O1524,2024-11-06,LAGAN,Appliances,600.0,,,
O1525,2023-05-03,BRIMNES,Beds,321.05,"Bed frame w storage and headboard, 90x200 cm","Ancho: 96.0cm, Alto: 110.0cm, Fondo: 54.0cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/
O1527,2023-09-30,HEKTAR,Lamps,930.56,,,
O1527,2023-09-27,LERSTA,Lamps,5.99,,,
O1527,2023-09-30,TRÅDFRI,Lighting,15.0,,,
O1528,2024-07-29,STOENSE,Rugs,140.91,,,
O1531,2023-05-14,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1532,2024-08-06,FÄLTSKÄR,Bedding,993.45,,,
O1535,2023-05-02,LAGAN,Appliances,600.0,,,
O1536,2024-09-08,VINDUM,Rugs,250.0,,,
O1537,2023-03-24,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1537,2023-03-25,TILLREDA,Appliances,957.28,,,
O1538,2024-08-28,KLIPPAN,Sofas & armchairs,773.41,2-seat sofa,"Ancho: 180.0cm, Alto: 66.0cm, Fondo: 88.0cm",https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/
O1538,2024-09-01,LACK,Bookcases & shelving units,25.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1538,2024-08-29,LAGAN,Appliances,600.0,,,
O1539,2023-01-19,LERSTA,Lamps,5.99,,,
O1540,2024-11-13,OFTAST,Dinnerware,1.49,,,
O1541,2023-05-29,FÄLTSKÄR,Bedding,993.45,,,
O1543,2023-03-08,KALLAX,Bookcases & shelving units,49.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
O1547,2023-11-01,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1548,2024-11-20,BRIMNES,Beds,321.05,"Bed frame w storage and headboard, 90x200 cm","Ancho: 96.0cm, Alto: 110.0cm, Fondo: 54.0cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/
O1549,2023-05-24,FADO,Lamps,22.0,,,
O1550,2024-09-09,TILLREDA,Appliances,957.28,,,
O1551,2023-03-21,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1552,2024-08-01,GULLKLOCKA,Bedding,59.99,,,
O1552,2024-08-02,LACK,Bookcases & shelving units,25.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1554,2024-11-29,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1555,2023-05-07,LINNMON/ADILS,Tables,260.12,,,
O1556,2024-09-17,FÄRGRIK,Dinnerware,1.89,,,
O1557,2023-03-14,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1557,2023-03-12,VINDUM,Rugs,250.0,,,
O1558,2024-12-16,LERSTA,Lamps,5.99,,,
O1558,2024-12-17,LERSTA,Lamps,5.99,,,
O1559,2023-05-30,MILLBERGET,Chairs,150.0,Swivel chair,Fondo: 65.0cm,https://www.ikea.com/sa/en/p/millberget-swivel-chair-bomstad-black-90339412/
O1560,2024-09-29,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1561,2023-03-01,FÄLTSKÄR,Bedding,993.45,,,
O1563,2023-01-22,LAGAN,Appliances,600.0,,,
O1564,2024-11-28,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1564,2024-11-27,LACK,Bookcases & shelving units,25.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1564,2024-11-28,TILLREDA,Appliances,957.28,,,
O1565,2023-05-09,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1566,2024-09-01,STOENSE,Rugs,140.91,,,
O1567,2023-03-16,LERSTA,Lamps,5.99,,,
O1568,2024-08-20,KIVIK,Chairs,799.0,Chaise longue,"Ancho: 90.0cm, Alto: 83.0cm, Fondo: 163.0cm",https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/
O1569,2023-01-28,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1570,2024-11-05,PAX,Wardrobes,737.91,"Wardrobe combination, 150x58x201 cm","Ancho: 150.0cm, Alto: 201.0cm, Fondo: 58.0cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/
O1570,2024-11-04,TILLREDA,Appliances,957.28,,,
O1571,2023-05-17,GULLKLOCKA,Bedding,59.99,,,
O1571,2023-05-18,LACK,Bookcases & shelving units,20.0,"Wall shelf unit, 30x190 cm","Ancho: 30.0cm, Alto: 190.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/
O1573,2023-03-28,FADO,Lamps,22.0,,,
O1573,2023-03-29,MILLBERGET,Chairs,150.0,Swivel chair,Fondo: 65.0cm,https://www.ikea.com/sa/en/p/millberget-swivel-chair-bomstad-black-90339412/
O1574,2024-08-05,BILLY,Bookcases & shelving units,271.04,"Bookcase, 80x28x202 cm","Ancho: 80.0cm, Alto: 202.0cm, Fondo: 28.0cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/
O1576,2024-11-23,STOENSE,Rugs,140.91,,,
O1577,2023-05-01,ADDE,Chairs,11.2,Chair,"Ancho: 39.0cm, Alto: 77.0cm, Fondo: 47.0cm",https://www.ikea.com/sa/en/p/adde-chair-white-10219178/
O1578,2024-09-27,GULLKLOCKA,Bedding,59.99,,,
O1578,2024-09-24,HEKTAR,Lamps,930.56,,,
O1578,2024-09-24,TRÅDFRI,Lighting,15.0,,,
O1581,2023-01-27,GRÖNLID,Beds,650.0,2-seat sofa-bed,"Ancho: 196.0cm, Alto: 104.0cm, Fondo: 98.0cm",https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/
O1583,2023-05-11,OFTAST,Dinnerware,1.49,,,
O1584,2024-09-30,HEMNES,Beds,86.99,"Bed frame, 140x200 cm",Ancho: 154.0cm,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/
O1584,2024-10-01,KALLAX,Bookcases & shelving units,45.99,"Shelving unit, 77x77 cm","Ancho: 77.0cm, Alto: 77.0cm, Fondo: 39.0cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/
